EAN,CNP,brand,itemDescriptionEN,itemCapacity,bestSeller,stock,sales90d,sales180d,sales365d,salesnext90d_lastyear,stockAvgPrice,supplierPrice,isActive,bestbuyPrice(12M),bestbuyPrice_supplier(12M),bestbuyPrice_date(12M)
602835182212,AS097-NA00NB-A,MomCozy,Flange for M5 Breast Pump,1,4,0,0,0,0,0,,"12,09",FALSE,,,
38097306507,1020697,Tweezerman,Baby Nail Clipper with File,1,4,1,0,0,0,0,"4,97","4,98",TRUE,"4,97",Zwilling,2024-07-18 10:16:00
8426420084963,7542316,Suavinex,Zero Zero Silicone Teat,2,4,0,0,0,0,0,,"6,49",TRUE,,,
8429979477286,40007728,Sesderma,C-Vit5 Lipossomal Serum Vitamin C 30mL + C-Vit Radiance Glowing Fluid 7mL,1,4,30,0,0,0,0,"30,01","40,01",TRUE,"30,01",Sesderma,2025-07-02 12:05:00
4011396415312,6352112,Dr Grandel,Hydro Active Moisturizer ,50,4,1,1,2,2,0,"25,89","25,89",TRUE,"25,89",Delkpharma,2024-09-24 09:19:00
8809626564000,17182,Celimax,Derma Nature Glutathione Tone-Up Cream,35,4,0,0,0,0,0,,"6,2",TRUE,"6,2",Cosibella,2025-06-16 10:18:00
5201279078881,6329433,Apivita,Aquabeelicious Confort Hydrating Cream ,40,4,2,1,6,8,2,"11,33","14,89",TRUE,"11,6",Engel,2025-03-18 09:05:00
8809450010179,,Esthetic House,CP-1 Treatment Vinegar,500,4,0,0,0,0,0,,"5,3",FALSE,,,
5694230167203,,Evy Technology,Sunscreen Mousse Kids,150,1,8,29,61,83,18,"22,3","22,3",TRUE,"22,3",ThinkBeauty,2024-08-14 09:09:00
7702018545353,,Gillette,King C. Gillette Neck Razor,3,4,0,0,0,0,0,"9,91","12,4",TRUE,,,
8437015930381,M021173,Freshly,Kids Protection Sunscreen,50,3,4,4,4,4,0,"9,73","9,73",TRUE,"9,73",Freshly Cosmetics,2025-05-19 09:18:00
3574661653464,7112722,Aveeno,Baby Wash and Shampoo ,250,4,7,10,63,160,48,"4,78","5,98",TRUE,"4,78",JNTL Consumer,2024-07-25 09:12:00
3386460138840,CH6C2321124,Coach,"Coach Eau de Parfum 90mL + 7,5ml + Body Lotion 100mL",1,3,0,0,1,2,0,"51,8","57,56",TRUE,,,
719346065405,A0136732,Britney Spears,Fantasy Eau de Parfum ,100,4,1,1,1,1,0,"13,62","24,36",TRUE,,,
5060777126926,,GHD,Duet Style [European Plug Type-c] 1 Un + Sleek Talker Thermoprotective Oil 95mL,1,4,0,0,0,1,1,"219,03","277,02",FALSE,"219,03",GHD,2024-07-31 16:09:00
3700559609224,,Maison Francis Kurkdjian,Amyris Homme Extrait de Parfum,70,4,0,0,0,0,0,,"199,95",TRUE,,,
3473311985309,198530,Sisley Paris,Izia Eau de Parfum ,30,4,1,0,0,0,0,"43,34","54,96",TRUE,"43,34",Qogita EU,2024-11-13 14:14:00
850015063367,LT-WINTER-00,Monika Blunder Beauty,Botanical Balm Hyaluronic Lip Tint,9.45,4,3,0,0,0,0,"13,12","13,44",TRUE,"13,12",Monika Blunder Beauty,2024-11-22 09:51:00
7350075028489,8489,Lelo,Ina Wave 2 ,1,4,0,0,0,0,0,,"109,45",TRUE,,,
5202888228384,7273524,Frezyderm,Ac-Norm Active Foam Plus,150,3,28,4,16,68,33,"9,61",17,TRUE,8,Nupemed,2025-03-27 09:03:00
850019720396,42031,Nuface,Mini+ Starter Kit,1,4,0,0,0,6,1,"106,14","106,14",TRUE,,,
8429420185005,7004242,Bexident,Anti-Cavities Mouthwash ,500,4,5,4,6,11,3,"5,28","6,21",TRUE,"5,08",Isdin,2024-09-16 08:52:00
81555653286,GP328,LA Girl,Ultimate Intense Eye,"0,35",4,3,0,2,3,1,"4,77","5,96",TRUE,"4,77",Dvderma,2024-09-16 08:52:00
8428749004370,,Sensilis,Skin Glow [Juicy Cream] 50mL + Skin Glow [K Eyes] 15mL,1,3,30,3,7,23,6,19,"27,15",TRUE,,,
8809663754525,,Village Factory,Miracle Youth Eye Cream,25,4,6,1,1,2,0,13,13,TRUE,13,Miin Cosmetics,2024-12-24 11:42:00
3574661678504,6041855,Piz Buin,Allergy Sun Sensitive Skin Face Cream SPF50 + 50 mL + Lipstick SPF30,1,4,9,3,3,4,0,"10,54","13,01",TRUE,,,
3348901572927,,Dior,Forever Matte Foundation,30,4,0,0,0,0,0,"34,63","35,83",TRUE,,,
3337872410321,6824060,La Roche Posay,Physiologique Soothing Tonic Lotion ,200,3,9,5,10,30,10,"10,91","13,5",TRUE,"10,39",Qogita EU,2025-06-24 16:19:00
8410895100303,6915322,Intea,Chamomile Hair Mask Blond Reflexes ,250,3,3,7,10,40,18,"6,6","7,77",TRUE,"6,29",Crefar,2024-08-28 08:19:00
8803348033240,FFDFLMMLM10,Frudia,Mango Honey Lip Mask ,10,4,2,3,8,13,3,"2,98","3,97",TRUE,"2,98",Dvderma,2024-07-29 09:55:00
3348901395366,,Dior,Miss Dior Blooming Bouquet Eau de Toilette Roller Pearl,20,4,0,0,2,6,3,"30,37","30,37",TRUE,"30,28",Qogita EU,2024-09-17 10:50:00
3348901392785,,Dior,Capture Youth Matte Maximizer Serum ,30,4,0,0,0,0,0,"55,47","55,28",TRUE,,,
8806164146859,CL272102314,The Saem,Healing Tea Garden Tea Tree Cleansing Water,300,4,0,3,3,4,0,"3,67","5,3",TRUE,"3,67",Qogita EU,2025-04-25 19:58:00
641628680412,,Elemis,Body Oil 35mL + Milk Bath 60mL + Marine Cream 15mL + Cleansing Balm 20g,1,3,0,3,5,6,0,"27,09","27,09",TRUE,"27,09",Bigbrand UAB,2024-09-19 12:04:00
3838944105966,7003723,Bepanthene,Bepanthene Eye Drops ,10,3,2,8,20,32,5,"10,16","10,16",TRUE,"9,72",OCP,2024-07-18 00:00:00
3577056012969,6784116,Elgydium,Whitenning Toothpaste ,75,3,19,109,113,340,24,"4,04","5,39",TRUE,"3,93",Pierre Fabre,2024-07-17 09:18:00
768614155263,10115526101,Shiseido,Ginza Perfumed Shower Cream ,200,4,1,1,2,3,0,"24,77","25,54",TRUE,"24,77",Shiseido,2025-01-20 10:29:00
666151032057,,Dermalogica,Ultracalming Calm Water Gel,50,2,0,4,7,15,2,"35,2","35,43",TRUE,"35,2",Qogita EU,2025-02-06 14:45:00
5201279102982,7532432,Apivita,Bee Sun Safe Anti-Spot Anti-Age Cream 50mL + Cleansing Gel 50mL + Face Mask 2x8m,1,4,12,0,0,0,0,"12,26","15,33",TRUE,"12,26",Uriage Apivita,2025-03-31 13:04:00
647168301695,MS012-LP00NB-A,MomCozy,Silicone Breastmilk Storage Bags,5,4,0,0,0,0,0,,"31,25",FALSE,,,
8435415091268,,Jean Paul Gaultier,La Belle Paradise Garden Eau de Parfum,50,4,1,0,2,5,0,"57,95","57,09",TRUE,"52,63",Qogita EU,2024-09-30 16:55:00
,80074502_pv,Clarins,Self Tanning Milky Lotion,125,4,0,0,0,0,0,,"17,03",FALSE,,,
3614274254396,LF097900,Yves Saint Laurent,Make Me Blush Powder,5,2,4,8,8,8,0,"27,51","28,5",TRUE,"27,51",LOreal Luxe,2025-05-21 09:53:00
,6943753,Mustela,Essential Basket,1,2,2,2,7,9,0,"30,89","35,92",TRUE,"30,87",Expanscience,2025-01-06 10:43:00
3508240015688,7064535,Lierac,Homme Antiperspirant 48H ,50,3,6,15,21,30,9,"4,77","6,36",TRUE,"4,64",Lab Native,2024-07-25 15:38:00
8809663575304,ITS038,Its Skin,Power 10 Formula Li Jelly Pad Firefighter Toner Pads,120,4,0,0,0,0,0,,"19,9",TRUE,,,
,kitdivergencia_3,SweetCare,We Care 3,1,4,1,0,0,0,0,,0,FALSE,,,
,CPY09605_PV,Payot,Herbier Universal Face Cream ,50,4,0,0,0,0,0,,"21,48",FALSE,,,
,,Mercedes,Mercedes-Benz the Move Eau de Toilette ,100,4,0,0,0,0,0,,"44,94",FALSE,,,
8809647391074,SBM0031,Some by Me,Super Matcha Pore Clean Clay Mask,100,3,3,5,12,20,7,"7,84","9,49",TRUE,"7,84",LHBG ,2024-09-10 08:47:00
5600360018209,6283929,Barral,Babyprotect Shower Cream Body Hair ,1000,4,1,4,4,8,1,"12,67","14,9",TRUE,"12,67",Laboratorios Atral,2024-11-28 08:48:00
7612367017008,200.1691,Medela,Freestyle Rechargeable Battery,1,4,0,0,0,0,0,"60,27","60,27",TRUE,,,
8000137304998,7103556,Blift,Age Supreme Ative Collagen Serum ,15,4,0,0,1,1,0,"28,91","36,14",TRUE,"28,91",PHD,2025-01-27 08:40:00
3666057210112,80103851,Clarins,Extra-Firming Day Cream 50mL + Night Cream 15mL + Cryo-Flash 15mL,1,4,0,0,0,2,0,"46,07","46,07",FALSE,"46,07",Clarins,2025-01-15 11:47:00
3662361004041,6287888,SVR,Sun Secure Easy Stick,10,2,110,62,100,148,40,"5,83","9,71",TRUE,"4,86",Alloga Logi SVR,2025-05-16 11:28:00
5905309907478,OC808,Nam,Transparent Eyebrow Soap,1,4,2,1,2,4,2,"5,3","5,3",TRUE,"5,3",Dvderma,2024-09-16 08:52:00
,80104512_pv,Clarins,Hydrating Toning Lotion,200,4,1,0,0,0,0,,0,FALSE,,,
3282770202441,6273193,Rene Furterer,Style Modeling Paste Matte Effect ,75,4,2,1,3,9,6,"8,96","11,95",TRUE,"8,81",Pierre Fabre,2024-10-07 14:36:00
3274872443860,P069344,Givenchy,L'Interdit the Deodorant,100,4,0,0,0,0,0,,"28,05",TRUE,,,
8806334376079,20010501,Holika Holika,Good Cera Super Ceramide Lip Oil Balm,10,4,1,0,0,0,0,"3,92","4,64",TRUE,"3,92",Qogita EU,2025-03-18 12:27:00
3282770396515,7410282,Ducray,Kelual-Squanorm Shampoo Dry Dandruff,400,4,5,2,6,22,0,"10,28","13,88",TRUE,"10,22",Pierre Fabre,2024-11-21 08:49:00
3474637242190,E4244400,LOreal Professionnel,Serie Expert Vitamino Color Shampoo,500,3,5,4,10,13,0,"12,44","15,55",TRUE,12,LOreal Profissional,2024-09-25 11:44:00
85950832,1014A,Dermacol,Invisible Fixing Powder,"13,5",4,1,1,1,2,0,"7,69","7,69",TRUE,"7,69",Dvderma,2024-07-17 10:42:00
8470001653499,6927517,Neoretin,Neoretin Depigmenting Gel-Cream,40,2,2,19,37,98,36,"20,37","24,56",TRUE,"20,37",Distrifarma IFC,2024-07-25 09:12:00
8809679690039,,TirTir,SOS Serum Revitalizing,50,4,1,1,3,3,0,14,"15,29",TRUE,14,Liwela ,2024-12-12 13:11:00
5901801656067,CE681,Wibo,Aqua Mist Powder Loose Powder,10,4,0,0,0,0,0,,"4,31",TRUE,,,
3508440251435,,Creed,Carmina Eau de Parfum,75,4,0,0,0,0,0,,"179,95",TRUE,,,
,6262279_PV,Lierac,Supra Radiance Serum Detox Booster 10 mL,10,4,1,0,0,0,0,,"37,2",FALSE,,,
3614273056557,LB646700,Yves Saint Laurent,Rouge Pur Couture The Bold ,"3,7",4,0,0,1,1,0,"22,51","24,36",TRUE,,,
3346470616158,,Guerlain,Abeille Royale Advanced Youth Watery Oil ,15,4,0,0,1,2,1,"30,11","35,9",FALSE,"30,11",Qogita EU,2025-01-22 14:03:00
8436586761424,,Lubets,Variety Explodes with Pleasure Mix Pack 7,7 x 4,4,0,0,0,0,0,,"9,39",TRUE,,,
3401361057578,6848523,Filorga,"Optim Eyes, Anti Dark Circles, Puffiness and Wrinkles Eye Contour ",15,1,15,103,258,588,141,"24,22","32,29",TRUE,"23,34",Alloga Logi Filorga,2024-08-12 00:00:00
,7062067_PV,Youth Lab,Micellar Water All Skin Types,400,4,0,0,0,1,0,,"9,54",FALSE,,,
3600531691905,,Maybelline,Super Stay Lumi-Matte Foundation,30,4,5,0,1,1,0,"7,76","10,08",TRUE,"7,76",LOreal MassMarket,2025-02-18 12:54:00
4099702000247,,Geske,Warm & Cool Eye Energizer 6 in 1,1,4,0,0,0,0,0,,"33,24",FALSE,,,
3616304197611,,Lancaster,Refreshing Express Cleanser 400mL + Comforting Perfecting Toner 400mL,1,4,0,0,0,1,0,"24,77","32,55",FALSE,,,
8435025947016,GL – 101 TAM L,Orliman,Sofy-Plant Gl-101 Toe Separators,2,4,0,0,0,0,0,"4,3","5,77",TRUE,,,
9346627000605,,Eleven Australia,Wash Me All Over Hand & Body Wash,50,4,5,0,0,0,0,"4,05","4,05",TRUE,"4,05",National Beauty,2025-02-26 13:09:00
8429603002013,7530444,Aquilea,Digest Total,12,4,0,0,0,0,0,,"7,45",TRUE,,,
8411300565021,,LOreal Paris,Excellence Cream ,1,4,0,0,0,0,0,"6,24","10,88",TRUE,,,
3701436916794,7269746,Phyto,Nourishment Nourishing Shampoo,250,4,4,3,8,23,8,"6,31","8,41",TRUE,"6,31",Lab Native,2024-10-10 14:22:00
3386460149341,88880131020000,Lacoste,L'Homme Eau de Toilette ,50,4,0,0,0,0,0,"33,09","38,43",TRUE,,,
5060829516446,,GHD,Ceramic Brush,1,4,2,2,4,9,0,"14,13","17,45",TRUE,"14,13",GHD,2024-11-13 10:05:00
3423470311518,3115150,Issey Miyake,L'Eau D'Issey Pour Homme Deodorant Stick ,75,2,5,9,39,59,13,"14,5","20,78",TRUE,"12,64",Qogita EU,2024-07-25 10:10:00
3614274400458,,Yves Saint Laurent,Y Eau de Parfum 100mL + Eau de Parfum 10mL,1,3,3,1,1,4,3,"79,62","82,49",TRUE,"78,07",LOreal Luxe,2024-07-26 17:06:00
3145891610161,,Chanel,Vitalumière Fluid Foundation ,30,4,0,0,0,0,1,"43,56","45,91",FALSE,"45,91",Douglas,2024-07-17 12:28:00
3401320655418,6239525,Bioderma,Sensibio Soft Toner for Sensitive Skin ,250,2,35,66,107,171,21,"9,07","11,48",TRUE,"8,91",Bioderma,2024-07-22 09:34:00
4045787922646,2865498,Schwarzkopf,BLONDME Pastel Toning Color,60,4,0,0,0,0,0,,"8,79",TRUE,,,
8809640734861,22651,Anua,Rice 7 Ceramide Hydrating Barrier Serum,50,4,0,0,0,0,0,,"12,56",TRUE,,,
7340032861983,,Byredo,Bal d'Afrique EDP 12mL + Blanche EDP 12mL + Gypsy Water EDP 12mL,1,4,0,0,0,0,0,,"141,73",TRUE,,,
8809634850164,,Juice to Cleanse,Water Wash Balm,100,4,0,0,4,8,2,12,12,TRUE,12,Miin Cosmetics,2024-07-18 08:29:00
3346470615427,,Guerlain,Super Aqua-Emulsion Light Pre & Pro-Aging Hydration ,50,4,0,1,1,1,0,,"78,99",TRUE,"78,99",Engel,2025-07-11 08:41:00
3386460161572,KL008A61,Karl Lagerfeld,Fleur d'Iris Eau de Parfum,50,4,0,0,0,0,0,,"20,35",TRUE,,,
8428749868200,7100776,Sensilis,Micellar Water [AR] ,400,4,3,1,5,9,3,"8,47","12,1",TRUE,"8,47",Ganassini,2025-03-10 08:44:00
8431166182453,7260034,Leti,Letiat4 Perioricular Gel,15,4,6,0,5,12,7,"9,29","10,93",TRUE,"8,99",Logista Pharma,2024-07-29 09:55:00
,3600524033736pv,LOreal Paris,Dream Long Curls Brushing Cream ,200,4,0,0,0,0,0,,"4,65",FALSE,,,
7618900913240,9091324,Mavala,Color Nail Polish ,5,4,1,1,1,2,1,"2,68","2,98",TRUE,"2,68",Luso-Helvética,2024-09-17 10:31:00
4260085383542,12907,ZeinPharma,Acetyl L-Carnitin 500mg Food Supplement Mental Performance,60,4,0,0,0,1,0,"11,84","15,79",TRUE,"11,84",NutryPharma,2024-11-22 00:00:00
5060288332144,,StylPro,Beauty Eye Wand,1,4,4,0,2,4,0,"20,48","20,48",TRUE,"17,53",Geske - FunFashion,2024-11-25 09:05:00
5060806563081,MRS029,BPerfect,Mrs Glam - Mrs Kisses Lip Liner,10,4,3,0,0,1,0,"7,96","9,95",TRUE,"6,96",BPerfect Cosmetics,2024-11-21 00:00:00
5903991666055,4983,Skintra,Let Your Skin Drink Up Prebiotic Moisturizing Cream,50,2,9,17,34,47,4,"11,26","11,65",TRUE,"10,14",Cosibella,2024-10-24 13:28:00
3600531384043,,Maybelline,Fit Me Matte + Poreless ,9,4,0,2,5,6,1,"5,71","7,42",TRUE,"5,71",LOreal MassMarket,2024-09-16 11:08:00
7630019904797,7544965,GUM,Sonic Daily Battery Toothbrush,2,4,4,2,2,2,0,"6,57","8,01",TRUE,"6,57",GUM,2025-05-08 09:55:00
647168301718,BG019-GR37NB-A,MomCozy,Baby Gate,1,4,0,0,0,0,0,,"35,74",FALSE,,,
8809691974162,,Peripera,Ink Black Cara Curling Mascara,8,4,7,0,0,0,0,"7,07","7,12",TRUE,"6,79",Cosibella,2024-12-18 17:00:00
647168301725,SJ007-MU00NB-A,MomCozy,Softness Blankets,4,4,0,0,0,0,0,,"17,84",FALSE,,,
3259550754902,,Eisenberg,Homme Anti-Age Complex ,75,4,0,0,0,0,0,"48,75","48,75",FALSE,,,
8809862286247,,Peripera,Ink Mood Glowy Tint,4,4,0,0,0,0,0,"6,47","6,52",TRUE,,,
3577056028571,6062026,Elgydium,Clinic Refill for Interdental Brushes,3,4,2,0,0,0,0,"2,58","3,33",TRUE,,,
3605972252005,S3591804,Urban Decay,All Nighter Ultra Matte Setting Spray,118,4,3,1,4,8,1,"21,66","22,44",TRUE,"21,17",LOreal Luxe,2024-10-15 11:32:00
3770001288383,,Biospotix,Collar Dog ,1,4,11,8,8,14,4,"3,56","3,95",TRUE,,,
3337875558037,7466359,Vichy,Capital Soleil for Children SPF50 Anti-Sand Texture ,200,4,3,0,0,2,2,"17,62","19,9",FALSE,"16,11",LOreal DCA,2024-08-14 09:46:00
5600073053030,6356303,BioActivo,Glucosamine Plus ,60,3,3,1,4,9,2,"16,79","16,79",TRUE,"16,2",Distrifarma Pharmanord,2024-08-27 08:23:00
,,Eisenberg,Classique All Over Moisturising Mask ,75,4,0,0,0,0,0,,"42,63",FALSE,,,
4017505999575,DC00432700,Da Vinci,Style Eyebrow Brush Liner Make Up 4327,1,4,1,0,0,0,0,"7,47","7,68",TRUE,"7,47",Delkpharma,2024-07-17 10:42:00
8056684440252,,Cotril,Hydra Hydrating Mask,200,4,2,0,0,0,0,"12,15","12,15",TRUE,"12,15",Qogita EU,2025-06-23 17:37:00
3614273307604,LC495100,Lancome,L'Absolu Rouge Cream ,3,4,0,0,0,0,0,"21,82","22,95",TRUE,,,
3605971992773,,iT Cosmetics,Bye Bye Under Eye Full Coverage Concealer,12,4,0,0,0,0,0,,"19,13",TRUE,,,
3662361004232,7432682,SVR,[Pepti] Biotic Regenerating Smoothing Gel ,50,4,3,0,0,0,0,"14,7",21,TRUE,"14,7",Alloga Logi SVR,2025-04-30 12:38:00
5606890673529,6667352,Aquilea,Vitamin C + Zinc Effervescent ,14,4,0,0,0,2,0,"5,99","6,05",TRUE,"5,99",OCP,2024-11-21 09:54:00
,,Muchay,Purifying Nourishing Soap,100,4,0,0,0,0,0,,"3,5",FALSE,,,
5060696178020,,Charlotte Tilbury,"Matte Revolution Lip Liner 0,8g + Lipstick 1,5g",1,3,0,1,3,3,0,"33,08","33,08",TRUE,"33,08",Qogita EU,2025-02-10 13:18:00
5060938586774,BH002,BPerfect,Better Half - Universal Lash,1,4,0,0,0,0,0,,"5,26",TRUE,,,
3760141877370,G737,Gamarde,DD Anti-Aging Cream,40,4,0,0,0,0,0,,21,FALSE,,,
7612017589992,,Valmont,Prime Renewing Pack ,75,4,3,0,0,6,2,"145,86","163,33",TRUE,"144,38",Qogita EU,2025-01-09 19:30:00
3423222010324,31800123101,Issey Miyake,A Drop D'Issey Eau de Parfum ,90,4,1,0,1,1,0,"26,95","72,07",TRUE,"26,95",Checkpoint Distribution,2025-02-04 09:19:00
8719134134506,,Rituals,The Ritual of Karma Fragrance Sticks,250,4,0,0,0,0,0,,"17,5",TRUE,,,
5060907056246,LUMO-N4,BPerfect,Chroma Cover Luminous Foundation,30,4,0,0,0,0,0,,"13,18",TRUE,,,
,7520353,DAveia,D'Aveia Ceutics Reactive Repair and Glow,50,4,4,0,0,3,0,"36,38","42,8",TRUE,"36,38",Dermoteca,2024-10-18 08:26:00
8809647391302,SBM0033,Some by Me,Super Matcha Pore Tightening Serum,50,4,2,0,2,5,3,"9,96","9,96",TRUE,"9,96",LHBG ,2024-07-18 08:29:00
7618900964037,9096403,Mavala,Color Nail Polish,5,4,0,0,0,0,0,"2,68","2,98",TRUE,,,
3600542638944,,Garnier,Fructis Liso Keratina Mask Nº3,370,4,3,2,3,3,0,"5,64","7,32",TRUE,"5,64",LOreal MassMarket,2025-03-27 11:05:00
3139436552528,,Talika,Skintelligence Hydra Face Gentle Scrub,50,4,0,0,0,0,0,,"10,15",TRUE,,,
7640260120204,F0204,Foreo,FAQ Patches for Under Eyes,6,4,7,0,0,0,0,"31,24","31,24",TRUE,"31,24",Foreo,2025-04-04 10:35:00
4011396417859,41785,Dr Grandel,Timeless Revitalizing Cream 50mL + Eye and Lip 15mL,1,3,0,1,2,3,0,"49,19","49,19",TRUE,"49,19",Delkpharma,2024-11-15 10:02:00
3701436907938,6917195,Roger Gallet,Fleur de Figuier Wellbeing Fragrant Water ,100,3,3,2,3,6,1,"19,95","26,6",TRUE,"19,95",Farmácia Saúde,2024-08-02 17:24:00
,7383919,Centrum,Women Supplement Multivitamin and Minerals ,30,3,2,10,17,29,5,"10,73","11,31",TRUE,"10,49",Empifarma,2024-09-09 09:20:00
729238161269,10116126401,Shiseido,Synchro Skin Self Refreshing Custom Finish Powder Foundation ,9,4,0,0,0,0,0,"25,26","30,05",TRUE,,,
,,Eisenberg,Homme Essential Soothing Moisturising ,50,4,0,0,0,0,0,,"51,16",FALSE,,,
5606890001544,6097329,Aquilea,Stagutt Detox Drops ,30,4,2,3,5,11,0,"5,32","6,65",TRUE,"5,32",TheraLab-Uriach,2025-01-02 08:06:00
8809544398244,,Peripera,Speedy Skinny Brow,7,4,1,0,0,0,0,"3,84","3,86",TRUE,"3,84",Cosibella,2024-12-18 17:00:00
3474637091255,E3854100,Kerastase,Booster Brillance Fusio-Dose with Lactic Acid,120,4,1,0,8,12,0,"31,8","31,8",FALSE,"28,46",LOreal Kérastase,2024-08-12 10:49:00
3473311693204,169320,Sisley Paris,Hair Rituel Smoothing Sulphates Free Shampoo ,200,4,0,0,0,0,0,"33,16","40,96",TRUE,,,
,,Swiss Perfection,Cellular Perfect Prevent Moisturising Day Cream ,30,4,0,0,0,0,0,,"117,68",FALSE,,,
3760095251929,7435453,ACM Laboratoire,Dépiwhite Whitening Body Milk,500,1,79,251,517,1360,297,"18,84","22,16",TRUE,"18,84",CS Portugal,2025-01-02 09:50:00
20714462710,76WX010000,Clinique,Clarifying Lotion 1 ,400,4,2,0,0,0,0,"21,77","22,75",TRUE,,,
4099702003910,GK000655SC01,Geske,Ultra Hydrating Mask,50,4,5,0,1,6,2,"7,44","8,27",TRUE,"7,44",Geske - FunFashion,2024-12-16 09:42:00
5052197040425,6411991,Durex,Play Lubricant Gel Hot Effect ,50,3,5,8,13,15,2,"5,88","7,35",TRUE,"5,88",Reckitt Bankiser,2024-08-21 10:43:00
27131043287,27131043287,Estee Lauder,Pleasures Eau de Parfum ,30,4,0,0,0,1,0,"18,08","39,5",TRUE,"18,08",Engel,2024-12-03 09:39:00
773602103621,,MAC,Studio Fix Fluid,30,4,1,0,0,0,0,"21,25","34,15",TRUE,,,
,80100571_pv,Clarins,Multi-Active Jour Emulsion,100,4,1,0,0,0,0,,0,FALSE,,,
3474637125509,E3932000,Redken,Root Tease Spray,250,4,3,0,3,3,0,"13,41","14,9",TRUE,"13,41",LOreal Redken,2025-02-21 09:42:00
3346470143791,,Guerlain,L'Homme Idéal L'Intense EDP 100mL + Purse Spray 15mL,1,4,0,0,2,3,0,"56,04","74,11",TRUE,,,
5600254219309,6981316,DAveia,Gel-Cream PTA ,40,4,4,0,0,2,1,"11,94","14,15",TRUE,"11,86",Dermoteca,2024-07-26 15:45:00
,,Dolce Gabbana,Devotion for Men Eau de Parfum,50,4,0,0,0,0,0,,"56,31",TRUE,,,
8803348036265,FFDCHCMCT30,Frudia,My Orchard Hand Cream ,30,4,2,3,3,19,4,"1,39","1,98",TRUE,"1,39",Qogita EU,2025-01-21 13:50:00
2007076410915,6046151,Nuk,Turtle Teething Ring ,1,4,0,0,0,0,0,,"6,69",TRUE,,,
8809663755539,50311,Mizon,Hyalugen Le Lift Cream,50,4,4,4,7,12,2,"11,93","15,9",TRUE,"11,92",NutryPharma,2024-10-28 17:44:00
3760141876717,G671,Gamarde,Eau de Gamarde,250,4,0,0,0,0,0,,"5,5",FALSE,,,
5600215160015,1228890,444,"Hemostatic After Shave Block, Antiseptic and Astringent ",100,3,3,7,21,24,0,"6,38","3,47",TRUE,"3,47",OCP,2024-12-20 00:00:00
5200142101947,LAB1393,Youth Lab,Blemish Control Water Gel,50,4,1,0,0,0,0,"13,92","13,92",TRUE,"13,92",YouthLab,2025-05-15 13:22:00
,7062711,Nuk,Nature Sense Baby Bottle with Silicone Teat M Assorted Colors 6-18m,260,4,0,0,0,0,0,,"8,52",FALSE,,,
641628005321,,Elemis,Men Daily Moisture Boost ,20,4,0,5,6,6,0,"5,95","10,95",TRUE,"5,95",Checkpoint Distribution,2025-01-29 13:05:00
5060907054693,CCON-N6,BPerfect,Chroma Conceal Liquid Concealer,12.5,4,0,0,0,0,0,,"6,32",TRUE,,,
3253581760703,24MA030R24,LOccitane,Rose Hand Cream ,30,4,11,1,2,5,0,"4,21","4,43",TRUE,,,
8809611862111,,Laka,Love Silk Blush,"5,2",4,0,0,0,0,0,,"8,99",TRUE,,,
8426420087179,7541888,Suavinex,Baby Cologne Memories 100mL + 50mL + Teddy Bunny,1,4,4,1,2,2,0,"17,24","19,15",TRUE,"17,24",Suavinex,2025-01-22 10:31:00
3571940001787,7074948,Noreva,Bergasol Expert Cream,50,4,0,0,0,0,0,"9,68","12,84",TRUE,,,
3386460077002,56560012100000,Rochas,Eau de Rochas Body Lotion ,500,3,0,6,8,14,4,"21,34","25,11",TRUE,"18,75",Luso-Helvética,2024-09-23 10:17:00
8806194038766,1320000110,TonyMoly,Propolis Tower Barrier Rebalancing Toner ,140,4,2,0,0,0,0,"15,14","21,7",TRUE,"15,14",Qogita EU,2025-04-09 12:54:00
8428749943006,7262667,Sensilis,Gentle Cleansing Mousse Sensitive and Reactive Skin 2x200ml,1,2,5,26,26,66,8,"9,87","14,1",TRUE,"9,87",Ganassini,2024-11-21 09:17:00
3614273945547,LE277600,Yves Saint Laurent,Rouge Pur Couture Lipstick,"3,8",4,0,0,1,2,1,"22,51","24,36",TRUE,"22,51",LOreal Luxe,2024-09-12 12:56:00
9339341017523,9339341009849,Kevin Murphy,HYDRATE-ME.RINSE Moisturizing Conditioner,1000,3,1,1,1,1,0,"51,06","51,06",TRUE,"51,06",Qogita EU,2025-05-27 01:14:00
3614273436373,LC858600,Lancome,Le Stylo Waterproof Eyeliner ,"0,35",4,0,6,8,12,2,"14,77","15,3",TRUE,"14,77",LOreal Luxe,2024-07-22 09:34:00
192333192351,V6W2180000,Clinique,Pop Longwear Lipstick,"3,9",4,0,0,0,0,0,,"15,5",TRUE,,,
,6907949_PV,Barral,Babyprotect Protective Cream for Diaper Area ,75,4,0,0,0,0,0,,"4,84",FALSE,,,
8051411362616,,Purobio,Resplendent Highlighter ,9,4,0,0,0,0,0,"4,23","4,95",TRUE,"4,95","In Designer ,Lda",2025-04-01 18:42:00
5060776980147,7497305,Dr Vegan,Ultraenergy Food Supplement,30,4,1,0,2,2,0,"8,32","13,46",TRUE,"8,32",Millennials Solutions,2025-02-19 08:38:00
8057971187911,,Dolce Gabbana,K By Dolce & Gabbana Eau de Parfum Intense,100,4,1,0,1,3,0,"57,59","67,88",TRUE,"57,59",Qogita EU,2025-04-14 10:31:00
